NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Temporal Binding;Decision Confidence
21;2;Free;Medium;Correct;0.25;Unguided;Correct;400;4
21;2;Free;Hard;Error;0.25;Unguided;Correct;150;6
21;2;Free;Hard;Correct;0.25;Unguided;Error;350;5
21;2;Free;Easy;Correct;0.25;Unguided;Correct;200;6
21;2;Forced;Easy;Correct;0.75;Unguided;Correct;-50;6
21;2;Forced;Medium;Correct;1.25;Unguided;Correct;-250;8
21;2;Forced;Easy;Correct;0.75;Unguided;Correct;-50;7
21;2;Forced;Easy;Correct;1.25;Unguided;Correct;-150;8
21;2;Forced;Hard;Correct;1.25;Unguided;Correct;-450;7
21;2;Free;Easy;Correct;1.25;Unguided;Correct;-150;6
21;2;Free;Medium;Correct;1.25;Unguided;Correct;-50;6
21;2;Free;Easy;Correct;0.25;Unguided;Error;250;5
21;2;Forced;Medium;Correct;0.75;Unguided;Correct;-350;8
21;2;Free;Medium;Correct;0.75;Unguided;Error;150;5
21;2;Forced;Easy;Correct;0.25;Unguided;Correct;150;7
21;2;Forced;Medium;Error;0.25;Unguided;Error;50;6
21;2;Free;Easy;Correct;0.75;Unguided;Error;200;6
21;2;Free;Easy;Correct;1.25;Unguided;Correct;-250;5
21;2;Forced;Easy;Correct;0.25;Unguided;Correct;50;6
21;2;Free;Medium;Correct;0.75;Unguided;Error;-50;6
21;2;Forced;Medium;Correct;0.75;Unguided;Correct;50;6
21;2;Free;Medium;Correct;1.25;Unguided;Correct;-250;5
21;2;Free;Hard;Correct;1.25;Unguided;Error;-250;4
21;2;Forced;Hard;Correct;0.75;Unguided;Correct;-200;8
21;2;Forced;Hard;Error;0.25;Unguided;Error;150;5
21;2;Free;Hard;Error;1.25;Unguided;Correct;-150;4
21;2;Free;Medium;Correct;0.25;Unguided;Correct;150;4
21;2;Free;Easy;Correct;0.75;Unguided;Correct;-150;6
21;3;Forced;Medium;Correct;0.25;Guided;Correct;400;7
21;3;Free;Medium;Correct;0.75;Guided;Error;-50;3
21;3;Free;Easy;Correct;0.25;Guided;Correct;250;8
21;3;Forced;Hard;Correct;0.25;Guided;Correct;400;7
21;3;Forced;Easy;Correct;1.25;Guided;Correct;-350;7
21;3;Free;Medium;Correct;0.75;Guided;Error;-250;2
21;3;Free;Easy;Correct;1.25;Guided;Correct;-400;8
21;3;Free;Medium;Correct;1.25;Guided;Correct;-650;6
21;3;Forced;Hard;Correct;0.75;Guided;Correct;-250;5
21;3;Forced;Medium;Correct;0.75;Guided;Correct;200;7
21;3;Forced;Hard;Correct;0.25;Guided;Correct;250;5
21;3;Free;Easy;Correct;0.25;Guided;Correct;250;7
21;3;Forced;Hard;Error;0.75;Guided;Error;-150;5
21;3;Free;Medium;Correct;0.25;Guided;Correct;150;8
21;3;Free;Hard;Correct;1.25;Guided;Correct;-250;7
21;3;Free;Easy;Correct;0.75;Guided;Correct;100;7
21;3;Forced;Hard;Error;1.25;Guided;Error;-150;7
21;3;Free;Hard;Correct;0.75;Guided;Correct;-150;5
21;3;Forced;Medium;Correct;1.25;Guided;Correct;-250;8
21;3;Free;Hard;Correct;1.25;Guided;Correct;-400;4
21;3;Forced;Medium;Error;0.75;Guided;Error;100;6
21;3;Forced;Easy;Correct;0.75;Guided;Correct;-250;5
21;3;Free;Medium;Correct;1.25;Guided;Correct;-250;8
21;3;Forced;Medium;Correct;1.25;Guided;Correct;-150;7
21;3;Free;Medium;Correct;0.25;Guided;Correct;450;8
21;3;Free;Hard;Correct;0.25;Guided;Error;200;3
21;3;Forced;Medium;Correct;0.25;Guided;Correct;150;8
21;3;Forced;Hard;Correct;1.25;Guided;Correct;-300;6
21;3;Free;Easy;Correct;0.75;Guided;Correct;-150;8
21;3;Forced;Easy;Correct;0.25;Guided;Correct;250;8
21;3;Forced;Easy;Correct;1.25;Guided;Correct;-250;7
21;3;Free;Easy;Correct;1.25;Guided;Correct;-350;8
21;3;Free;Hard;Correct;0.25;Guided;Correct;450;5
21;3;Forced;Easy;Correct;0.25;Guided;Correct;300;8
21;3;Forced;Easy;Correct;0.75;Guided;Correct;100;8
21;3;Free;Hard;Error;0.75;Guided;Correct;-150;3
21;4;Forced;Easy;Correct;0.75;Unguided;Correct;0;7
21;4;Free;Hard;Error;0.75;Unguided;Correct;-150;5
21;4;Free;Medium;Correct;0.75;Unguided;Error;50;5
21;4;Free;Easy;Correct;0.25;Unguided;Correct;250;6
21;4;Free;Hard;Correct;0.25;Unguided;Correct;300;6
21;4;Forced;Easy;Correct;1.25;Unguided;Correct;-150;7
21;4;Forced;Hard;Correct;1.25;Unguided;Correct;-400;5
21;4;Free;Hard;Correct;1.25;Unguided;Error;-550;3
21;4;Free;Hard;Correct;1.25;Unguided;Correct;-150;5
21;4;Free;Hard;Error;0.25;Unguided;Correct;300;5
21;4;Forced;Medium;Correct;0.75;Unguided;Correct;-50;8
21;4;Forced;Easy;Correct;0.25;Unguided;Correct;350;6
21;4;Free;Medium;Correct;1.25;Unguided;Correct;-250;6
21;4;Forced;Medium;Correct;0.25;Unguided;Correct;250;7
21;4;Forced;Hard;Error;0.25;Unguided;Error;300;6
21;4;Forced;Hard;Correct;0.75;Unguided;Correct;-50;7
21;4;Free;Medium;Correct;1.25;Unguided;Correct;-300;4
21;4;Forced;Hard;Correct;0.75;Unguided;Correct;0;4
21;4;Forced;Easy;Correct;0.75;Unguided;Correct;-100;7
21;4;Forced;Medium;Correct;0.25;Unguided;Correct;350;6
21;4;Free;Easy;Correct;0.25;Unguided;Correct;150;6
21;4;Forced;Hard;Correct;0.25;Unguided;Correct;180;6
21;4;Forced;Easy;Correct;1.25;Unguided;Correct;-350;7
21;4;Free;Easy;Correct;0.75;Unguided;Correct;50;6
21;4;Free;Hard;Correct;0.75;Unguided;Correct;50;6
21;4;Free;Easy;Correct;0.75;Unguided;Correct;-50;5
21;4;Free;Easy;Correct;1.25;Unguided;Correct;-400;7
21;4;Free;Easy;Correct;1.25;Unguided;Correct;-400;6
21;4;Forced;Easy;Correct;0.25;Unguided;Correct;350;7
21;4;Forced;Medium;Correct;0.75;Unguided;Correct;-100;6
21;4;Forced;Medium;Correct;1.25;Unguided;Correct;-550;4
21;4;Free;Medium;Error;0.25;Unguided;Error;250;6
21;4;Forced;Medium;Correct;1.25;Unguided;Correct;-350;7
21;4;Free;Medium;Correct;0.75;Unguided;Correct;50;4
21;4;Forced;Hard;Correct;1.25;Unguided;Correct;-500;7
21;4;Free;Medium;Correct;0.25;Unguided;Error;350;3
21;5;Forced;Hard;Correct;1.25;Guided;Correct;-300;4
21;5;Forced;Easy;Correct;1.25;Guided;Correct;-550;8
21;5;Forced;Medium;Correct;0.25;Guided;Correct;350;7
21;5;Forced;Medium;Correct;0.75;Guided;Correct;-100;7
21;5;Forced;Medium;Correct;0.75;Guided;Correct;-250;8
21;5;Free;Hard;Error;1.25;Guided;Error;-350;5
21;5;Forced;Medium;Correct;1.25;Guided;Correct;-650;8
21;5;Forced;Easy;Correct;0.75;Guided;Correct;-250;8
21;5;Forced;Easy;Correct;0.25;Guided;Correct;250;7
21;5;Forced;Hard;Correct;1.25;Guided;Correct;-450;7
21;5;Free;Hard;Correct;0.75;Guided;Correct;0;7
21;5;Forced;Easy;Correct;0.25;Guided;Correct;150;8
21;5;Forced;Easy;Correct;0.75;Guided;Correct;-250;7
21;5;Forced;Medium;Correct;0.25;Guided;Correct;150;6
21;5;Free;Hard;Correct;1.25;Guided;Correct;-350;7
21;5;Free;Medium;Correct;0.25;Guided;Correct;200;7
21;5;Free;Hard;Correct;0.75;Guided;Correct;-250;6
21;5;Free;Medium;Correct;1.25;Guided;Correct;-400;8
21;5;Free;Easy;Correct;0.25;Guided;Correct;250;7
21;5;Free;Easy;Correct;1.25;Guided;Correct;-700;4
21;5;Forced;Hard;Correct;0.25;Guided;Correct;300;6
21;5;Forced;Hard;Error;0.75;Guided;Error;-150;4
21;5;Free;Easy;Correct;0.25;Guided;Correct;200;6
21;5;Free;Medium;Correct;0.75;Guided;Correct;-100;7
21;5;Forced;Hard;Error;0.25;Guided;Error;250;4
21;5;Forced;Hard;Correct;0.75;Guided;Correct;-200;7
21;5;Free;Medium;Correct;0.75;Guided;Correct;-50;7
21;5;Free;Easy;Correct;1.25;Guided;Correct;-600;6
21;5;Free;Easy;Correct;0.75;Guided;Correct;-100;8
21;5;Forced;Medium;Correct;1.25;Guided;Correct;-500;6
21;5;Free;Medium;Error;1.25;Guided;Error;-400;5
21;5;Free;Hard;Correct;0.25;Guided;Error;300;6
21;5;Forced;Easy;Correct;1.25;Guided;Correct;-300;8
21;5;Free;Easy;Correct;0.75;Guided;Correct;-50;7
21;5;Free;Medium;Correct;0.25;Guided;Correct;-190;7
21;5;Free;Hard;Correct;0.25;Guided;Error;350;3
21;6;Free;Easy;Correct;0.25;Unguided;Correct;350;6
21;6;Forced;Hard;Correct;0.25;Unguided;Correct;350;8
21;6;Free;Hard;Correct;1.25;Unguided;Correct;-300;4
21;6;Free;Easy;Correct;1.25;Unguided;Correct;-300;5
21;6;Free;Medium;Correct;0.25;Unguided;Correct;300;6
21;6;Forced;Hard;Correct;0.75;Unguided;Correct;-150;7
21;6;Forced;Easy;Correct;1.25;Unguided;Correct;-450;8
21;6;Free;Medium;Correct;1.25;Unguided;Error;-150;4
21;6;Forced;Medium;Correct;1.25;Unguided;Correct;-550;7
21;6;Forced;Easy;Correct;0.75;Unguided;Correct;-250;8
21;6;Free;Medium;Correct;0.25;Unguided;Correct;250;2
21;6;Free;Hard;Error;0.25;Unguided;Correct;200;5
21;6;Forced;Medium;Correct;0.75;Unguided;Correct;-150;7
21;6;Forced;Medium;Correct;0.25;Unguided;Correct;300;5
21;6;Forced;Medium;Error;1.25;Unguided;Error;-600;5
21;6;Free;Easy;Correct;0.75;Unguided;Correct;-150;6
21;6;Forced;Medium;Correct;0.25;Unguided;Correct;250;7
21;6;Free;Easy;Correct;1.25;Unguided;Correct;-250;8
21;6;Forced;Medium;Correct;0.75;Unguided;Correct;0;5
21;6;Forced;Hard;Correct;1.25;Unguided;Correct;-350;8
21;6;Forced;Easy;Correct;0.25;Unguided;Correct;350;7
21;6;Free;Medium;Correct;1.25;Unguided;Correct;-300;7
21;6;Forced;Hard;Error;1.25;Unguided;Error;-600;4
21;6;Free;Hard;Correct;1.25;Unguided;Correct;-550;6
21;6;Free;Medium;Correct;0.75;Unguided;Correct;-100;7
21;6;Forced;Easy;Correct;1.25;Unguided;Correct;-450;8
21;6;Forced;Easy;Correct;0.75;Unguided;Correct;-100;6
21;6;Free;Easy;Correct;0.25;Unguided;Correct;300;5
21;6;Free;Hard;Correct;0.75;Unguided;Error;-50;5
21;6;Forced;Easy;Correct;0.25;Unguided;Correct;150;8
21;6;Free;Easy;Correct;0.75;Unguided;Correct;-100;6
21;6;Free;Hard;Error;0.75;Unguided;Correct;-150;3
21;6;Free;Medium;Correct;0.75;Unguided;Correct;-50;6
21;6;Forced;Hard;Correct;0.25;Unguided;Correct;400;7
21;6;Forced;Hard;Correct;0.75;Unguided;Correct;-50;6
21;6;Free;Hard;Correct;0.25;Unguided;Correct;250;7
21;7;Forced;Hard;Correct;0.25;Guided;Correct;50;5
21;7;Free;Medium;Correct;0.75;Guided;Correct;250;7
21;7;Forced;Easy;Correct;0.75;Guided;Correct;150;8
21;7;Forced;Hard;Error;1.25;Guided;Error;-100;8
21;7;Forced;Medium;Correct;1.25;Guided;Correct;-50;8
21;7;Forced;Easy;Correct;0.25;Guided;Correct;50;7
21;7;Free;Hard;Correct;0.25;Guided;Correct;350;6
21;7;Free;Hard;Correct;0.75;Guided;Correct;250;7
21;7;Forced;Medium;Correct;0.25;Guided;Correct;450;7
21;7;Free;Medium;Correct;0.25;Guided;Correct;300;7
21;7;Free;Medium;Error;0.75;Guided;Error;250;6
21;7;Forced;Hard;Error;0.75;Guided;Error;50;4
21;7;Forced;Hard;Correct;1.25;Guided;Correct;100;6
21;7;Forced;Easy;Correct;0.75;Guided;Correct;350;7
21;7;Forced;Medium;Correct;1.25;Guided;Correct;150;8
21;7;Free;Medium;Correct;1.25;Guided;Correct;-50;7
21;7;Forced;Medium;Correct;0.75;Guided;Correct;250;7
21;7;Free;Medium;Correct;0.25;Guided;Correct;250;7
21;7;Forced;Easy;Correct;1.25;Guided;Correct;50;8
21;7;Free;Easy;Correct;0.75;Guided;Correct;200;8
21;7;Free;Easy;Correct;1.25;Guided;Correct;-50;8
21;7;Free;Hard;Error;0.75;Guided;Correct;-150;4
21;7;Forced;Hard;Correct;0.75;Guided;Correct;0;4
21;7;Free;Hard;Correct;1.25;Guided;Correct;-150;4
21;7;Free;Easy;Correct;0.25;Guided;Correct;250;6
21;7;Forced;Medium;Correct;0.75;Guided;Correct;250;7
21;7;Free;Easy;Correct;0.25;Guided;Correct;350;8
21;7;Forced;Easy;Correct;0.25;Guided;Correct;250;8
21;7;Free;Medium;Correct;1.25;Guided;Correct;0;7
21;7;Forced;Medium;Correct;0.25;Guided;Correct;350;7
21;7;Free;Easy;Correct;0.75;Guided;Correct;250;7
21;7;Forced;Easy;Correct;1.25;Guided;Correct;-50;7
21;7;Forced;Hard;Correct;0.25;Guided;Correct;350;4
21;7;Free;Hard;Correct;0.25;Guided;Correct;200;6
21;7;Free;Hard;Correct;1.25;Guided;Correct;50;6
21;7;Free;Easy;Correct;1.25;Guided;Correct;50;7
21;8;Free;Easy;Correct;0.75;Unguided;Correct;250;6
21;8;Free;Easy;Correct;0.25;Unguided;Correct;250;7
21;8;Free;Easy;Correct;0.25;Unguided;Correct;250;6
21;8;Free;Hard;Error;1.25;Unguided;Correct;250;7
21;8;Forced;Medium;Correct;0.25;Unguided;Correct;350;5
21;8;Free;Medium;Correct;1.25;Unguided;Correct;150;7
21;8;Forced;Easy;Correct;0.75;Unguided;Correct;250;7
21;8;Free;Medium;Correct;0.75;Unguided;Correct;450;4
21;8;Free;Hard;Correct;0.25;Unguided;Correct;300;4
21;8;Forced;Medium;Correct;1.25;Unguided;Correct;150;7
21;8;Free;Hard;Correct;0.75;Unguided;Error;350;4
21;8;Forced;Hard;Correct;1.25;Unguided;Correct;150;7
21;8;Free;Hard;Correct;0.25;Unguided;Correct;150;6
21;8;Free;Hard;Error;1.25;Unguided;Error;100;4
21;8;Forced;Hard;Correct;0.75;Unguided;Correct;250;5
21;8;Forced;Hard;Correct;0.75;Unguided;Correct;350;7
21;8;Free;Medium;Correct;0.25;Unguided;Correct;600;7
21;8;Forced;Medium;Correct;0.75;Unguided;Correct;150;7
21;8;Forced;Hard;Correct;1.25;Unguided;Correct;150;7
21;8;Forced;Easy;Correct;0.75;Unguided;Correct;200;7
21;8;Free;Easy;Correct;0.75;Unguided;Correct;-150;6
21;8;Free;Easy;Correct;1.25;Unguided;Correct;-50;7
21;8;Forced;Medium;Correct;0.75;Unguided;Correct;250;7
21;8;Forced;Easy;Correct;1.25;Unguided;Correct;50;7
21;8;Free;Medium;Error;0.25;Unguided;Correct;500;6
21;8;Forced;Easy;Correct;0.25;Unguided;Correct;350;7
21;8;Forced;Hard;Correct;0.25;Unguided;Correct;300;6
21;8;Forced;Hard;Error;0.25;Unguided;Error;450;7
21;8;Forced;Medium;Correct;1.25;Unguided;Correct;-50;7
21;8;Forced;Medium;Correct;0.25;Unguided;Correct;500;6
21;8;Free;Hard;Correct;0.75;Unguided;Error;350;4
21;8;Free;Easy;Correct;1.25;Unguided;Correct;100;7
21;8;Free;Medium;Correct;1.25;Unguided;Correct;150;4
21;8;Forced;Easy;Correct;0.25;Unguided;Correct;450;7
21;8;Free;Medium;Correct;0.75;Unguided;Correct;250;5
21;8;Forced;Easy;Correct;1.25;Unguided;Correct;0;7
21;9;Free;Hard;Correct;1.25;Guided;Correct;150;6
21;9;Free;Hard;Correct;0.75;Guided;Correct;250;4
21;9;Free;Easy;Correct;0.25;Guided;Correct;500;7
21;9;Forced;Medium;Correct;1.25;Guided;Correct;50;6
21;9;Free;Hard;Correct;0.75;Guided;Correct;250;6
21;9;Free;Easy;Correct;1.25;Guided;Correct;50;8
21;9;Forced;Hard;Correct;1.25;Guided;Correct;-50;4
21;9;Free;Medium;Correct;0.25;Guided;Correct;500;8
21;9;Free;Medium;Correct;1.25;Guided;Correct;-50;7
21;9;Forced;Hard;Error;0.75;Guided;Error;-50;3
21;9;Forced;Easy;Correct;1.25;Guided;Correct;-250;8
21;9;Free;Medium;Correct;0.75;Guided;Correct;250;8
21;9;Forced;Hard;Correct;0.75;Guided;Correct;350;5
21;9;Free;Easy;Correct;0.25;Guided;Correct;500;8
21;9;Forced;Hard;Error;0.25;Guided;Error;550;5
21;9;Forced;Easy;Correct;0.25;Guided;Correct;550;8
21;9;Forced;Easy;Correct;0.75;Guided;Correct;250;8
21;9;Forced;Medium;Correct;0.25;Guided;Correct;450;7
21;9;Forced;Medium;Error;1.25;Guided;Error;-50;7
21;9;Free;Easy;Correct;0.75;Guided;Correct;450;8
21;9;Free;Easy;Correct;1.25;Guided;Correct;-250;8
21;9;Free;Medium;Correct;1.25;Guided;Correct;-50;4
21;9;Forced;Medium;Correct;0.75;Guided;Correct;250;6
21;9;Free;Hard;Correct;0.25;Guided;Correct;550;4
21;9;Forced;Medium;Correct;0.75;Guided;Correct;250;5
21;9;Forced;Hard;Correct;0.25;Guided;Correct;550;6
21;9;Free;Medium;Correct;0.75;Guided;Correct;250;4
21;9;Free;Hard;Error;0.25;Guided;Error;650;4
21;9;Forced;Easy;Correct;1.25;Guided;Correct;-150;7
21;9;Free;Easy;Correct;0.75;Guided;Correct;250;4
21;9;Forced;Easy;Correct;0.25;Guided;Correct;650;8
21;9;Free;Medium;Correct;0.25;Guided;Correct;550;7
21;9;Forced;Easy;Correct;0.75;Guided;Correct;250;7
21;9;Forced;Hard;Correct;1.25;Guided;Correct;50;5
21;9;Free;Hard;Correct;1.25;Guided;Correct;50;6
21;9;Forced;Medium;Correct;0.25;Guided;Correct;250;6
21;10;Forced;Easy;Correct;0.75;Unguided;Correct;150;7
21;10;Forced;Medium;Correct;1.25;Unguided;Correct;0;7
21;10;Forced;Hard;Correct;0.75;Unguided;Correct;250;6
21;10;Forced;Hard;Correct;0.25;Unguided;Correct;500;6
21;10;Free;Medium;Correct;1.25;Unguided;Correct;50;7
21;10;Free;Hard;Correct;1.25;Unguided;Correct;50;6
21;10;Free;Easy;Correct;1.25;Unguided;Correct;50;5
21;10;Forced;Medium;Correct;0.25;Unguided;Correct;550;7
21;10;Free;Hard;Correct;0.75;Unguided;Error;250;3
21;10;Forced;Medium;Correct;0.75;Unguided;Correct;350;7
21;10;Free;Hard;Correct;0.25;Unguided;Correct;500;3
21;10;Free;Easy;Correct;0.75;Unguided;Correct;250;7
21;10;Forced;Hard;Correct;0.25;Unguided;Correct;350;6
21;10;Forced;Medium;Correct;0.75;Unguided;Correct;200;6
21;10;Forced;Easy;Correct;0.25;Unguided;Correct;350;7
21;10;Free;Easy;Correct;0.25;Unguided;Correct;550;7
21;10;Forced;Medium;Correct;0.25;Unguided;Correct;250;7
21;10;Forced;Easy;Correct;1.25;Unguided;Correct;-100;6
21;10;Free;Medium;Correct;0.25;Unguided;Correct;550;6
21;10;Forced;Easy;Correct;0.75;Unguided;Correct;200;7
21;10;Free;Medium;Correct;1.25;Unguided;Error;-50;4
21;10;Forced;Easy;Correct;0.25;Unguided;Correct;350;6
21;10;Forced;Medium;Correct;1.25;Unguided;Correct;50;7
21;10;Forced;Easy;Correct;1.25;Unguided;Correct;-250;7
21;10;Free;Medium;Error;0.75;Unguided;Correct;250;6
21;10;Free;Easy;Correct;0.75;Unguided;Correct;350;7
21;10;Free;Hard;Error;0.25;Unguided;Correct;400;6
21;10;Forced;Hard;Correct;1.25;Unguided;Correct;0;4
21;10;Forced;Hard;Correct;0.75;Unguided;Correct;350;6
21;10;Free;Medium;Correct;0.75;Unguided;Correct;350;7
21;10;Free;Easy;Correct;0.25;Unguided;Correct;450;5
21;10;Free;Hard;Error;1.25;Unguided;Correct;50;5
21;10;Free;Medium;Correct;0.25;Unguided;Correct;550;6
21;10;Forced;Hard;Error;1.25;Unguided;Error;50;6
21;10;Free;Hard;Correct;0.75;Unguided;Correct;250;5
21;10;Free;Easy;Correct;1.25;Unguided;Correct;-150;7
21;11;Free;Hard;Correct;0.25;Guided;Correct;650;5
21;11;Free;Easy;Correct;1.25;Guided;Correct;50;8
21;11;Forced;Medium;Correct;0.75;Guided;Correct;250;6
21;11;Forced;Easy;Correct;1.25;Guided;Correct;0;7
21;11;Free;Easy;Correct;1.25;Guided;Correct;100;8
21;11;Free;Medium;Correct;0.25;Guided;Correct;550;7
21;11;Forced;Easy;Correct;1.25;Guided;Correct;50;7
21;11;Free;Hard;Correct;1.25;Guided;Correct;-50;7
21;11;Forced;Hard;Error;1.25;Guided;Error;50;4
21;11;Free;Medium;Correct;0.75;Guided;Correct;300;7
21;11;Forced;Easy;Correct;0.75;Guided;Correct;200;7
21;11;Forced;Hard;Error;0.75;Guided;Error;250;4
21;11;Free;Easy;Correct;0.75;Guided;Correct;250;8
21;11;Free;Easy;Correct;0.75;Guided;Correct;250;8
21;11;Forced;Easy;Correct;0.75;Guided;Correct;250;8
21;11;Forced;Medium;Error;0.75;Guided;Error;350;5
21;11;Free;Hard;Correct;0.75;Guided;Correct;450;6
21;11;Free;Hard;Correct;0.25;Guided;Correct;700;6
21;11;Forced;Medium;Correct;0.25;Guided;Correct;700;7
21;11;Free;Medium;Correct;0.25;Guided;Correct;650;7
21;11;Forced;Hard;Correct;1.25;Guided;Correct;50;5
21;11;Forced;Easy;Correct;0.25;Guided;Correct;550;7
21;11;Forced;Hard;Correct;0.25;Guided;Correct;450;4
21;11;Free;Medium;Correct;1.25;Guided;Correct;0;7
21;11;Free;Easy;Correct;0.25;Guided;Correct;550;7
21;11;Forced;Hard;Correct;0.25;Guided;Correct;450;4
21;11;Forced;Medium;Correct;0.25;Guided;Correct;500;7
21;11;Free;Easy;Correct;0.25;Guided;Correct;350;7
21;11;Free;Hard;Error;0.75;Guided;Error;250;5
21;11;Free;Medium;Correct;1.25;Guided;Correct;50;7
21;11;Forced;Medium;Correct;1.25;Guided;Correct;50;5
21;11;Forced;Medium;Correct;1.25;Guided;Correct;50;7
21;11;Forced;Easy;Correct;0.25;Guided;Correct;400;8
21;11;Forced;Hard;Correct;0.75;Guided;Correct;250;6
21;11;Free;Medium;Correct;0.75;Guided;Correct;250;5
21;11;Free;Hard;Correct;1.25;Guided;Correct;150;6
21;12;Free;Medium;Correct;0.25;Unguided;Correct;550;7
21;12;Forced;Easy;Correct;0.25;Unguided;Correct;450;7
21;12;Free;Easy;Correct;1.25;Unguided;Correct;50;4
21;12;Free;Medium;Correct;0.25;Unguided;Correct;450;5
21;12;Free;Easy;Correct;0.25;Unguided;Correct;550;8
21;12;Free;Hard;Correct;1.25;Unguided;Correct;0;4
21;12;Forced;Medium;Correct;0.25;Unguided;Correct;600;8
21;12;Forced;Medium;Correct;0.75;Unguided;Correct;250;7
21;12;Free;Medium;Error;1.25;Unguided;Correct;50;6
21;12;Free;Easy;Correct;0.75;Unguided;Correct;250;6
21;12;Forced;Medium;Correct;1.25;Unguided;Correct;50;4
21;12;Free;Medium;Correct;1.25;Unguided;Correct;150;7
21;12;Free;Hard;Correct;0.75;Unguided;Correct;450;2
21;12;Forced;Hard;Correct;0.75;Unguided;Correct;250;3
21;12;Forced;Easy;Correct;1.25;Unguided;Correct;250;8
21;12;Forced;Medium;Correct;0.25;Unguided;Correct;550;7
21;12;Forced;Easy;Correct;0.75;Unguided;Correct;350;7
21;12;Forced;Easy;Correct;0.75;Unguided;Correct;250;7
21;12;Free;Hard;Error;0.75;Unguided;Error;550;4
21;12;Forced;Hard;Correct;0.25;Unguided;Correct;500;7
21;12;Forced;Easy;Correct;1.25;Unguided;Correct;50;8
21;12;Free;Hard;Correct;0.25;Unguided;Correct;550;6
21;12;Forced;Hard;Correct;1.25;Unguided;Correct;-250;7
21;12;Forced;Medium;Correct;1.25;Unguided;Correct;50;6
21;12;Free;Easy;Correct;1.25;Unguided;Correct;-50;6
21;12;Forced;Medium;Correct;0.75;Unguided;Correct;250;7
21;12;Forced;Hard;Error;0.25;Unguided;Error;550;7
21;12;Free;Medium;Correct;0.75;Unguided;Correct;350;7
21;12;Forced;Hard;Correct;1.25;Unguided;Correct;50;6
21;12;Free;Easy;Correct;0.25;Unguided;Correct;550;2
21;12;Forced;Hard;Correct;0.75;Unguided;Correct;250;7
21;12;Free;Medium;Correct;0.75;Unguided;Correct;250;6
21;12;Free;Hard;Correct;0.25;Unguided;Correct;550;2
21;12;Free;Easy;Correct;0.75;Unguided;Correct;250;8
21;12;Forced;Easy;Correct;0.25;Unguided;Correct;550;7
21;12;Free;Hard;Error;1.25;Unguided;Error;150;2
22;1;Free;Medium;Correct;0.75;Guided;Correct;-250;5
22;1;Forced;Medium;Correct;1.25;Guided;Correct;-850;6
22;1;Forced;Medium;Correct;0.75;Guided;Correct;-250;8
22;1;Free;Easy;Correct;0.75;Guided;Correct;-250;8
22;1;Free;Medium;Correct;0.75;Guided;Correct;-250;6
22;1;Free;Easy;Correct;0.25;Guided;Correct;50;7
22;1;Forced;Medium;Correct;1.25;Guided;Correct;-1050;8
22;1;Free;Hard;Correct;0.25;Guided;Correct;-50;8
22;1;Free;Hard;Correct;1.25;Guided;Correct;-1050;8
22;1;Free;Medium;Correct;1.25;Guided;Correct;-1050;8
22;1;Free;Easy;Correct;1.25;Guided;Correct;-1150;8
22;1;Forced;Easy;Correct;0.75;Guided;Correct;-450;8
22;1;Free;Easy;Correct;0.25;Guided;Correct;-150;8
22;1;Forced;Easy;Correct;1.25;Guided;Correct;-550;8
22;1;Forced;Hard;Error;1.25;Guided;Error;-850;8
22;1;Forced;Hard;Correct;1.25;Guided;Correct;-850;7
22;1;Free;Easy;Correct;0.75;Guided;Correct;-350;8
22;1;Forced;Easy;Correct;1.25;Guided;Correct;-950;8
22;1;Forced;Easy;Correct;0.25;Guided;Correct;150;8
22;1;Forced;Medium;Correct;0.25;Guided;Correct;50;5
22;1;Forced;Medium;Correct;0.25;Guided;Correct;150;7
22;1;Forced;Hard;Correct;0.25;Guided;Correct;-50;4
22;1;Forced;Hard;Error;0.75;Guided;Error;-450;3
22;1;Forced;Easy;Correct;0.75;Guided;Correct;-550;7
22;1;Forced;Hard;Correct;0.25;Guided;Correct;250;5
22;1;Free;Medium;Correct;1.25;Guided;Correct;-550;8
22;1;Free;Hard;Correct;1.25;Guided;Correct;-750;6
22;1;Forced;Easy;Correct;0.25;Guided;Correct;-50;8
22;1;Free;Easy;Correct;1.25;Guided;Correct;-850;8
22;1;Free;Hard;Error;0.25;Guided;Error;50;8
22;1;Free;Medium;Correct;0.25;Guided;Correct;50;8
22;1;Forced;Hard;Correct;0.75;Guided;Correct;-450;7
22;1;Forced;Medium;Correct;0.75;Guided;Correct;-350;8
22;1;Free;Hard;Correct;0.75;Guided;Correct;-350;8
22;1;Free;Medium;Error;0.25;Guided;Error;150;8
22;1;Free;Hard;Correct;0.75;Guided;Correct;-150;5
22;2;Forced;Medium;Correct;0.25;Unguided;Correct;350;6
22;2;Forced;Easy;Correct;1.25;Unguided;Correct;-950;6
22;2;Free;Hard;Correct;0.75;Unguided;Error;-350;6
22;2;Forced;Hard;Correct;1.25;Unguided;Correct;-750;8
22;2;Forced;Hard;Correct;0.25;Unguided;Correct;150;8
22;2;Forced;Hard;Correct;0.75;Unguided;Correct;-450;8
22;2;Forced;Medium;Correct;1.25;Unguided;Correct;-750;8
22;2;Free;Hard;Correct;0.75;Unguided;Correct;-350;8
22;2;Free;Medium;Correct;0.25;Unguided;Correct;250;8
