NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Type of Control;Temporal Binding (in ms);Score of Control
18;11;Free;Easy;Correct;1.25;Guided;Correct;Used;220;5
18;11;Forced;Medium;Correct;1.25;Guided;Correct;Used;-50;6
18;11;Forced;Medium;Correct;0.75;Guided;Correct;Used;450;6
18;11;Free;Hard;Correct;1.25;Guided;Correct;Used;250;6
18;11;Free;Easy;Correct;0.25;Guided;Correct;Used;1050;6
18;11;Free;Easy;Correct;0.75;Guided;Correct;Used;450;2
18;11;Free;Hard;Correct;0.25;Guided;Error;Used;750;5
18;11;Forced;Easy;Correct;0.75;Guided;Correct;Used;450;2
18;11;Forced;Hard;Correct;0.25;Guided;Correct;Used;750;6
18;11;Forced;Medium;Correct;0.75;Guided;Correct;Used;150;4
18;11;Forced;Hard;Error;1.25;Guided;Error;Used;250;4
18;11;Forced;Medium;Correct;0.25;Guided;Correct;Used;750;5
18;11;Free;Easy;Correct;0.75;Guided;Correct;Used;250;2
18;11;Forced;Easy;Correct;1.25;Guided;Correct;Used;250;2
18;11;Free;Hard;Error;0.25;Guided;Error;Used;950;6
18;11;Free;Hard;Error;1.25;Guided;Error;Used;-150;4
18;12;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;550;5
18;12;Free;Medium;Correct;0.75;Unguided;Correct;Felt;550;4
18;12;Free;Hard;Error;1.25;Unguided;Correct;Felt;50;4
18;12;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;1050;3
18;12;Free;Hard;Correct;0.25;Unguided;Error;Felt;950;4
18;12;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;450;3
18;12;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;50;5
18;12;Free;Medium;Correct;0.25;Unguided;Correct;Felt;950;3
18;12;Free;Medium;Correct;1.25;Unguided;Error;Felt;50;3
18;12;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;250;3
18;12;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;700;3
18;12;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;0;3
18;12;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;230;4
18;12;Free;Hard;Error;0.75;Unguided;Correct;Felt;490;4
18;12;Forced;Hard;Error;1.25;Unguided;Error;Felt;200;4
18;12;Forced;Medium;Error;1.25;Unguided;Error;Felt;-150;3
18;12;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;1050;4
18;12;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;730;6
18;12;Free;Medium;Correct;0.25;Unguided;Correct;Felt;700;6
18;12;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-150;4
18;12;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;850;6
18;12;Free;Hard;Correct;1.25;Unguided;Correct;Felt;250;3
18;12;Free;Easy;Correct;0.75;Unguided;Correct;Felt;200;6
18;12;Free;Medium;Correct;0.75;Unguided;Error;Felt;350;4
18;12;Free;Hard;Correct;0.25;Unguided;Correct;Felt;750;3
18;12;Free;Hard;Correct;0.75;Unguided;Correct;Felt;650;3
18;12;Free;Easy;Correct;0.25;Unguided;Correct;Felt;950;3
18;12;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-300;6
18;12;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;150;4
18;12;Free;Medium;Correct;1.25;Unguided;Correct;Felt;50;5
18;12;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;950;3
18;12;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;750;3
18;12;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;250;5
18;12;Free;Easy;Correct;0.25;Unguided;Correct;Felt;850;5
18;12;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-300;6
18;12;Free;Easy;Correct;0.75;Unguided;Correct;Felt;200;7
19;1;Forced;Medium;Correct;0.75;Guided;Correct;Used;50;2
19;1;Free;Hard;Error;1.25;Guided;Correct;Used;50;6
19;1;Forced;Easy;Correct;0.75;Guided;Correct;Used;-150;7
19;1;Forced;Easy;Correct;1.25;Guided;Correct;Used;-400;4
19;1;Forced;Medium;Correct;0.25;Guided;Correct;Used;250;7
19;1;Free;Hard;Correct;0.75;Guided;Correct;Used;150;6
19;1;Free;Easy;Correct;0.25;Guided;Error;Used;100;2
19;1;Free;Easy;Correct;0.75;Guided;Correct;Used;-150;2
19;1;Free;Medium;Correct;1.25;Guided;Correct;Used;50;3
19;1;Free;Easy;Correct;0.75;Guided;Correct;Used;-350;4
19;1;Forced;Easy;Correct;0.25;Guided;Correct;Used;300;1
19;1;Free;Easy;Correct;0.25;Guided;Correct;Used;150;1
19;1;Free;Hard;Correct;1.25;Guided;Error;Used;-650;7
19;1;Forced;Hard;Correct;1.25;Guided;Correct;Used;-450;1
19;1;Free;Medium;Correct;0.75;Guided;Error;Used;-450;4
19;1;Free;Hard;Correct;0.75;Guided;Correct;Used;-550;5
19;1;Free;Medium;Correct;0.75;Guided;Correct;Used;-450;8
19;1;Forced;Medium;Correct;1.25;Guided;Correct;Used;-650;6
19;1;Forced;Hard;Correct;0.25;Guided;Correct;Used;750;7
19;1;Free;Easy;Correct;1.25;Guided;Correct;Used;-150;6
19;1;Forced;Medium;Correct;0.75;Guided;Correct;Used;450;1
19;1;Free;Medium;Correct;0.25;Guided;Error;Used;50;8
19;1;Forced;Hard;Correct;0.75;Guided;Correct;Used;150;3
19;1;Forced;Easy;Correct;0.75;Guided;Correct;Used;50;5
19;1;Free;Hard;Correct;0.25;Guided;Correct;Used;150;8
19;1;Forced;Hard;Correct;0.75;Guided;Correct;Used;-550;6
19;1;Forced;Hard;Error;0.25;Guided;Error;Used;1050;7
19;1;Free;Medium;Error;1.25;Guided;Correct;Used;250;3
19;1;Forced;Easy;Correct;1.25;Guided;Correct;Used;-450;7
19;1;Free;Hard;Correct;0.25;Guided;Correct;Used;450;5
19;1;Free;Easy;Correct;1.25;Guided;Correct;Used;-350;1
19;1;Free;Medium;Correct;0.25;Guided;Correct;Used;850;3
19;1;Forced;Medium;Correct;1.25;Guided;Correct;Used;-900;4
19;1;Forced;Hard;Error;1.25;Guided;Error;Used;250;2
19;1;Forced;Medium;Correct;0.25;Guided;Correct;Used;950;4
19;1;Forced;Easy;Correct;0.25;Guided;Correct;Used;450;4
19;2;Free;Medium;Correct;1.25;Unguided;Correct;Felt;50;2
19;2;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;150;8
19;2;Free;Medium;Correct;0.75;Unguided;Error;Felt;550;6
19;2;Free;Medium;Correct;0.25;Unguided;Correct;Felt;350;3
19;2;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;50;7
19;2;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-460;6
19;2;Free;Hard;Correct;0.25;Unguided;Correct;Felt;550;7
19;2;Free;Easy;Correct;1.25;Unguided;Correct;Felt;250;8
19;2;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;50;8
19;2;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;-50;8
19;2;Free;Hard;Correct;1.25;Unguided;Error;Felt;150;7
19;2;Free;Easy;Correct;0.75;Unguided;Error;Felt;-450;6
19;2;Free;Medium;Correct;0.25;Unguided;Error;Felt;-50;6
19;2;Free;Hard;Error;0.75;Unguided;Correct;Felt;-150;7
19;2;Free;Hard;Correct;0.75;Unguided;Error;Felt;450;5
19;2;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-350;8
19;2;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-50;8
19;2;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-300;7
19;2;Forced;Hard;Error;0.75;Unguided;Error;Felt;-50;8
19;2;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;350;4
19;2;Free;Easy;Correct;1.25;Unguided;Correct;Felt;150;8
19;2;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-750;8
19;2;Free;Medium;Correct;1.25;Unguided;Correct;Felt;50;7
19;2;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-350;6
19;2;Free;Easy;Correct;0.25;Unguided;Correct;Felt;50;8
19;2;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;200;8
19;2;Free;Hard;Error;0.25;Unguided;Correct;Felt;-30;7
19;2;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;50;7
19;2;Free;Medium;Correct;0.75;Unguided;Correct;Felt;-150;5
19;2;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;-50;8
19;2;Free;Hard;Correct;1.25;Unguided;Error;Felt;50;7
19;2;Forced;Medium;Error;0.75;Unguided;Error;Felt;50;8
19;2;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-350;8
19;2;Free;Easy;Correct;0.25;Unguided;Correct;Felt;750;6
19;2;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;550;8
19;2;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-1050;4
19;3;Free;Easy;Correct;0.75;Guided;Correct;Used;50;2
19;3;Forced;Medium;Correct;0.25;Guided;Correct;Used;950;6
19;3;Free;Hard;Correct;0.25;Guided;Correct;Used;150;7
19;3;Forced;Easy;Correct;0.75;Guided;Correct;Used;650;8
19;3;Free;Easy;Correct;1.25;Guided;Correct;Used;-650;2
19;3;Free;Hard;Correct;1.25;Guided;Correct;Used;-450;6
19;3;Free;Medium;Correct;0.25;Guided;Correct;Used;-50;3
19;3;Forced;Medium;Correct;1.25;Guided;Correct;Used;150;8
19;3;Forced;Medium;Correct;0.75;Guided;Correct;Used;-20;8
19;3;Forced;Hard;Correct;1.25;Guided;Correct;Used;150;3
19;3;Free;Hard;Correct;0.25;Guided;Error;Used;350;6
19;3;Free;Hard;Correct;0.75;Guided;Correct;Used;50;6
19;3;Forced;Easy;Correct;0.75;Guided;Correct;Used;-250;8
19;3;Free;Easy;Correct;0.75;Guided;Correct;Used;-50;6
19;3;Forced;Easy;Correct;0.25;Guided;Correct;Used;950;2
19;3;Forced;Hard;Correct;0.25;Guided;Correct;Used;1250;3
19;3;Free;Medium;Correct;0.75;Guided;Correct;Used;50;7
19;3;Free;Hard;Correct;1.25;Guided;Error;Used;250;8
19;3;Forced;Easy;Correct;1.25;Guided;Correct;Used;-1050;2
19;3;Forced;Medium;Correct;0.75;Guided;Correct;Used;150;8
19;3;Forced;Hard;Error;0.75;Guided;Error;Used;550;7
19;3;Free;Medium;Correct;0.75;Guided;Correct;Used;550;7
19;3;Free;Hard;Error;0.75;Guided;Error;Used;150;7
19;3;Free;Easy;Correct;0.25;Guided;Correct;Used;-50;8
19;3;Forced;Easy;Correct;1.25;Guided;Correct;Used;250;8
19;3;Free;Easy;Correct;0.25;Guided;Correct;Used;150;2
19;3;Forced;Hard;Correct;0.25;Guided;Correct;Used;350;7
19;3;Forced;Medium;Correct;0.25;Guided;Correct;Used;550;4
19;3;Forced;Medium;Correct;1.25;Guided;Correct;Used;50;8
19;3;Free;Medium;Error;1.25;Guided;Correct;Used;-1050;7
19;3;Free;Easy;Correct;1.25;Guided;Correct;Used;150;2
19;3;Free;Medium;Correct;0.25;Guided;Error;Used;350;4
19;3;Forced;Hard;Correct;0.75;Guided;Correct;Used;-50;6
19;3;Forced;Hard;Error;1.25;Guided;Error;Used;250;8
19;3;Free;Medium;Correct;1.25;Guided;Correct;Used;-950;3
19;3;Forced;Easy;Correct;0.25;Guided;Correct;Used;150;2
19;4;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-450;8
19;4;Free;Easy;Correct;1.25;Unguided;Correct;Felt;250;8
19;4;Free;Medium;Correct;0.25;Unguided;Correct;Felt;150;7
19;4;Free;Medium;Correct;1.25;Unguided;Correct;Felt;50;8
19;4;Free;Easy;Correct;0.25;Unguided;Correct;Felt;-50;8
19;4;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;150;8
19;4;Free;Hard;Correct;1.25;Unguided;Error;Felt;-50;7
19;4;Free;Medium;Error;0.75;Unguided;Correct;Felt;550;4
19;4;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;-50;3
19;4;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;50;8
19;4;Free;Hard;Correct;1.25;Unguided;Correct;Felt;50;7
19;4;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-750;6
19;4;Free;Hard;Correct;0.75;Unguided;Error;Felt;-190;6
19;4;Free;Medium;Correct;0.75;Unguided;Correct;Felt;-50;6
19;4;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;-20;8
19;4;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;150;8
19;4;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-150;8
19;4;Forced;Hard;Error;0.25;Unguided;Error;Felt;50;6
19;4;Free;Medium;Correct;0.25;Unguided;Correct;Felt;50;7
19;4;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-750;7
19;4;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;250;8
19;4;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-950;8
19;4;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;50;8
19;4;Free;Easy;Correct;0.25;Unguided;Correct;Felt;496;6
19;4;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;-41;6
19;4;Forced;Hard;Error;0.75;Unguided;Error;Felt;-110;3
19;4;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;50;8
19;4;Free;Hard;Error;0.75;Unguided;Correct;Felt;450;6
19;4;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-50;3
19;4;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;250;8
19;4;Free;Hard;Correct;0.25;Unguided;Error;Felt;-50;7
19;4;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;650;6
19;4;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;250;8
19;4;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-550;7
19;4;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;450;7
19;4;Free;Hard;Correct;0.25;Unguided;Correct;Felt;-50;4
19;5;Free;Easy;Correct;0.25;Guided;Correct;Used;50;3
19;5;Free;Medium;Correct;0.25;Guided;Correct;Used;450;3
19;5;Forced;Medium;Correct;0.75;Guided;Correct;Used;50;2
19;5;Forced;Easy;Correct;0.25;Guided;Correct;Used;450;2
19;5;Free;Easy;Correct;1.25;Guided;Correct;Used;50;1
19;5;Free;Hard;Error;0.25;Guided;Correct;Used;50;7
19;5;Forced;Hard;Correct;1.25;Guided;Correct;Used;250;8
19;5;Free;Medium;Correct;0.75;Guided;Correct;Used;450;7
19;5;Forced;Medium;Correct;0.25;Guided;Correct;Used;-50;4
19;5;Free;Medium;Correct;0.75;Guided;Correct;Used;-350;2
19;5;Free;Medium;Correct;0.25;Guided;Correct;Used;450;7
19;5;Free;Hard;Correct;1.25;Guided;Correct;Used;-350;6
19;5;Forced;Easy;Correct;1.25;Guided;Correct;Used;50;1
19;5;Forced;Easy;Correct;0.75;Guided;Correct;Used;-450;1
19;5;Forced;Easy;Correct;0.25;Guided;Correct;Used;50;1
19;5;Forced;Hard;Correct;0.75;Guided;Correct;Used;-50;3
19;5;Forced;Hard;Correct;0.75;Guided;Correct;Used;-650;1
19;5;Free;Hard;Error;1.25;Guided;Error;Used;-850;6
19;5;Forced;Hard;Correct;1.25;Guided;Correct;Used;250;3
19;5;Forced;Medium;Correct;0.75;Guided;Correct;Used;150;2
19;5;Free;Medium;Correct;1.25;Guided;Correct;Used;50;8
19;5;Free;Hard;Correct;0.75;Guided;Error;Used;450;7
19;5;Free;Medium;Correct;1.25;Guided;Error;Used;250;6
19;5;Forced;Hard;Correct;0.25;Guided;Correct;Used;450;7
19;5;Free;Easy;Correct;0.75;Guided;Correct;Used;-550;2
19;5;Free;Hard;Correct;0.75;Guided;Correct;Used;50;6
19;5;Forced;Hard;Error;0.25;Guided;Error;Used;350;6
19;5;Free;Hard;Correct;0.25;Guided;Correct;Used;250;6
19;5;Free;Easy;Correct;0.75;Guided;Correct;Used;250;1
19;5;Forced;Medium;Correct;0.25;Guided;Correct;Used;-150;8
19;5;Forced;Easy;Correct;0.75;Guided;Correct;Used;650;8
19;5;Forced;Medium;Error;1.25;Guided;Error;Used;-850;6
19;5;Free;Easy;Correct;1.25;Guided;Correct;Used;250;3
19;5;Forced;Medium;Correct;1.25;Guided;Correct;Used;-650;5
19;5;Forced;Easy;Correct;1.25;Guided;Correct;Used;250;2
19;5;Free;Easy;Correct;0.25;Guided;Correct;Used;-150;1
19;6;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;50;8
19;6;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;750;4
19;6;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-350;6
19;6;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-1050;8
19;6;Free;Easy;Correct;0.25;Unguided;Correct;Felt;450;6
19;6;Forced;Hard;Error;1.25;Unguided;Error;Felt;-350;1
19;6;Free;Hard;Correct;0.75;Unguided;Error;Felt;-50;2
19;6;Free;Medium;Correct;0.75;Unguided;Correct;Felt;50;7
19;6;Free;Medium;Correct;1.25;Unguided;Correct;Felt;250;8
19;6;Free;Easy;Correct;0.25;Unguided;Correct;Felt;-150;8
19;6;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;50;8
19;6;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;50;2
19;6;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-350;4
19;6;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;-550;2
19;6;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;-150;1
19;6;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-450;7
19;6;Free;Hard;Correct;1.25;Unguided;Correct;Felt;50;7
19;6;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-600;6
19;6;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;-50;2
19;6;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;-350;8
19;6;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;-150;8
19;6;Free;Medium;Error;0.25;Unguided;Correct;Felt;-50;1
19;6;Free;Hard;Correct;1.25;Unguided;Correct;Felt;-150;8
19;6;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;1077;7
19;6;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-1050;3
19;6;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;250;1
19;6;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;50;1
19;6;Free;Hard;Error;0.75;Unguided;Error;Felt;-20;6
19;6;Free;Medium;Correct;0.75;Unguided;Correct;Felt;-530;7
19;6;Free;Medium;Correct;0.25;Unguided;Error;Felt;-50;7
19;6;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;-50;7
19;6;Free;Easy;Correct;0.75;Unguided;Correct;Felt;-50;7
19;6;Free;Hard;Error;0.25;Unguided;Error;Felt;550;7
19;6;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;-130;8
19;6;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-1050;1
19;6;Free;Hard;Correct;0.25;Unguided;Error;Felt;-130;1
19;7;Free;Hard;Correct;1.25;Guided;Correct;Felt;-450;3
19;7;Free;Hard;Error;0.25;Guided;Correct;Felt;-50;4
19;7;Forced;Hard;Correct;0.75;Guided;Correct;Felt;50;5
19;7;Free;Medium;Correct;0.75;Guided;Correct;Felt;-150;3
19;7;Free;Medium;Correct;0.75;Guided;Correct;Felt;350;3
19;7;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-50;8
19;7;Free;Medium;Correct;0.25;Guided;Correct;Felt;-50;6
19;7;Forced;Easy;Correct;1.25;Guided;Correct;Felt;150;8
19;7;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-100;7
19;7;Forced;Easy;Correct;1.25;Guided;Correct;Felt;250;8
19;7;Forced;Medium;Correct;1.25;Guided;Correct;Felt;50;6
19;7;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-50;8
19;7;Forced;Easy;Correct;0.25;Guided;Correct;Felt;-150;7
19;7;Free;Hard;Error;1.25;Guided;Correct;Felt;150;7
19;7;Forced;Hard;Correct;0.25;Guided;Correct;Felt;-50;7
19;7;Free;Medium;Correct;0.25;Guided;Correct;Felt;-120;8
19;7;Free;Medium;Correct;1.25;Guided;Correct;Felt;250;7
19;7;Forced;Hard;Correct;1.25;Guided;Correct;Felt;50;7
19;7;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-750;4
19;7;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-550;8
19;7;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-350;7
19;7;Free;Easy;Correct;0.25;Guided;Correct;Felt;-150;7
19;7;Forced;Easy;Correct;0.25;Guided;Correct;Felt;50;8
19;7;Free;Easy;Correct;1.25;Guided;Correct;Felt;-950;8
19;7;Free;Easy;Correct;0.75;Guided;Correct;Felt;-550;7
19;7;Free;Easy;Correct;0.25;Guided;Correct;Felt;-50;7
19;7;Free;Easy;Correct;1.25;Guided;Correct;Felt;50;7
19;7;Free;Easy;Correct;0.75;Guided;Correct;Felt;-550;7
19;7;Free;Hard;Correct;0.25;Guided;Correct;Felt;-50;7
19;7;Forced;Hard;Error;0.25;Guided;Error;Felt;-150;7
19;7;Forced;Medium;Error;0.75;Guided;Error;Felt;-350;7
19;7;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-550;3
19;7;Forced;Hard;Correct;0.75;Guided;Correct;Felt;-650;7
19;7;Free;Hard;Correct;0.75;Guided;Error;Felt;-350;7
19;7;Free;Medium;Correct;1.25;Guided;Error;Felt;150;6
19;7;Free;Hard;Correct;0.75;Guided;Error;Felt;-550;7
19;8;Free;Easy;Correct;0.75;Unguided;Correct;Used;-450;3
19;8;Free;Medium;Correct;1.25;Unguided;Correct;Used;150;5
19;8;Free;Hard;Error;0.25;Unguided;Correct;Used;-150;8
19;8;Forced;Medium;Correct;0.25;Unguided;Correct;Used;-150;8
19;8;Free;Medium;Error;0.25;Unguided;Correct;Used;150;7
19;8;Free;Medium;Correct;0.75;Unguided;Correct;Used;-450;8
19;8;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-650;7
19;8;Forced;Easy;Correct;0.75;Unguided;Correct;Used;-350;7
19;8;Free;Easy;Correct;0.75;Unguided;Correct;Used;-550;3
19;8;Free;Medium;Correct;1.25;Unguided;Correct;Used;-650;5
19;8;Forced;Hard;Correct;0.25;Unguided;Correct;Used;50;8
19;8;Free;Medium;Correct;0.25;Unguided;Correct;Used;150;7
19;8;Forced;Easy;Correct;0.25;Unguided;Correct;Used;-150;2
19;8;Free;Hard;Correct;1.25;Unguided;Error;Used;250;7
19;8;Free;Hard;Correct;0.75;Unguided;Error;Used;-450;6
19;8;Free;Hard;Correct;0.75;Unguided;Correct;Used;-250;8
19;8;Free;Hard;Correct;1.25;Unguided;Correct;Used;-150;7
19;8;Forced;Medium;Correct;0.25;Unguided;Correct;Used;50;4
19;8;Forced;Hard;Error;0.75;Unguided;Error;Used;50;1
19;8;Forced;Medium;Correct;0.75;Unguided;Correct;Used;-450;1
19;8;Free;Hard;Correct;0.25;Unguided;Correct;Used;250;8
19;8;Free;Easy;Correct;0.25;Unguided;Correct;Used;50;2
19;8;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-50;4
19;8;Free;Easy;Correct;1.25;Unguided;Correct;Used;150;2
19;8;Free;Easy;Correct;0.25;Unguided;Correct;Used;250;3
19;8;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-350;2
19;8;Forced;Easy;Correct;0.75;Unguided;Correct;Used;-150;2
19;8;Forced;Hard;Error;0.75;Unguided;Error;Used;-50;1
19;8;Free;Medium;Correct;0.75;Unguided;Error;Used;-701;6
19;8;Forced;Hard;Correct;0.25;Unguided;Correct;Used;-150;7
19;8;Forced;Easy;Correct;0.25;Unguided;Correct;Used;-50;2
19;8;Free;Easy;Correct;1.25;Unguided;Correct;Used;-950;2
19;8;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-1050;2
19;8;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-850;7
19;8;Forced;Easy;Correct;1.25;Unguided;Correct;Used;50;7
19;8;Forced;Medium;Correct;0.75;Unguided;Correct;Used;50;8
19;9;Free;Hard;Correct;1.25;Guided;Correct;Felt;-50;7
19;9;Free;Medium;Correct;1.25;Guided;Error;Felt;50;8
19;9;Free;Hard;Correct;0.75;Guided;Error;Felt;-650;6
19;9;Forced;Easy;Correct;0.25;Guided;Correct;Felt;-150;7
19;9;Free;Hard;Correct;0.25;Guided;Correct;Felt;-50;7
19;9;Free;Easy;Correct;1.25;Guided;Correct;Felt;-550;7
19;9;Free;Hard;Error;0.75;Guided;Correct;Felt;-250;7
19;9;Free;Easy;Correct;0.25;Guided;Correct;Felt;-141;8
19;9;Free;Easy;Correct;0.75;Guided;Correct;Felt;450;7
19;9;Forced;Hard;Correct;0.25;Guided;Correct;Felt;-130;6
19;9;Forced;Hard;Error;0.75;Guided;Error;Felt;-550;2
19;9;Free;Medium;Correct;0.25;Guided;Error;Felt;350;6
19;9;Forced;Easy;Correct;0.25;Guided;Correct;Felt;-50;7
19;9;Forced;Hard;Correct;0.75;Guided;Correct;Felt;-550;2
19;9;Free;Medium;Correct;0.25;Guided;Correct;Felt;-50;7
19;9;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-950;6
19;9;Free;Easy;Correct;0.75;Guided;Correct;Felt;350;6
19;9;Forced;Hard;Correct;0.25;Guided;Correct;Felt;55;2
19;9;Forced;Medium;Correct;0.25;Guided;Correct;Felt;-150;8
19;9;Free;Medium;Correct;1.25;Guided;Error;Felt;250;7
19;9;Free;Easy;Correct;0.25;Guided;Correct;Felt;-50;8
19;9;Free;Medium;Correct;0.75;Guided;Error;Felt;-350;7
19;9;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-150;7
19;9;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-1050;6
19;9;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-750;1
19;9;Free;Easy;Correct;1.25;Guided;Correct;Felt;-950;3
19;9;Free;Hard;Correct;1.25;Guided;Correct;Felt;150;8
19;9;Forced;Medium;Error;0.25;Guided;Error;Felt;50;4
19;9;Forced;Easy;Correct;0.75;Guided;Correct;Felt;-450;7
19;9;Free;Medium;Correct;0.75;Guided;Correct;Felt;750;8
19;9;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-50;7
19;9;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-1150;2
19;9;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-1050;2
19;9;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-450;6
19;9;Free;Hard;Error;0.25;Guided;Error;Felt;250;5
19;9;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-450;2
19;10;Forced;Hard;Correct;0.75;Unguided;Correct;Used;550;6
19;10;Free;Easy;Correct;0.75;Unguided;Correct;Used;650;1
19;10;Free;Hard;Correct;1.25;Unguided;Correct;Used;-650;3
19;10;Forced;Easy;Correct;0.75;Unguided;Correct;Used;-350;1
19;10;Forced;Medium;Correct;0.75;Unguided;Correct;Used;-550;3
19;10;Free;Easy;Correct;0.25;Unguided;Correct;Used;250;3
19;10;Forced;Hard;Correct;0.75;Unguided;Correct;Used;230;5
19;10;Free;Easy;Correct;1.25;Unguided;Correct;Used;250;1
19;10;Forced;Easy;Correct;0.25;Unguided;Correct;Used;-150;1
19;10;Free;Medium;Correct;0.25;Unguided;Correct;Used;50;4
19;10;Forced;Easy;Correct;0.75;Unguided;Correct;Used;-350;2
19;10;Forced;Hard;Error;1.25;Unguided;Error;Used;-1050;8
19;10;Free;Hard;Correct;1.25;Unguided;Error;Used;250;4
