NumSuj;NumBloc;Level of Automation;Difficulty;System Correctness;Latence (in s);Explicability;Subject Correctness;Type of Control;Temporal Binding (in ms);Score of Control
1;11;Forced;Easy;Correct;0.25;Unguided;Correct;Used;530;6
1;11;Forced;Hard;Correct;0.25;Unguided;Correct;Used;593;5
1;11;Free;Easy;Correct;1.25;Unguided;Correct;Used;-267;4
1;11;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-249;5
1;11;Forced;Medium;Correct;0.75;Unguided;Correct;Used;38;5
1;11;Free;Hard;Correct;1.25;Unguided;Correct;Used;-248;5
1;11;Free;Easy;Correct;0.25;Unguided;Correct;Used;650;5
1;11;Free;Easy;Correct;0.75;Unguided;Correct;Used;550;5
1;11;Free;Hard;Correct;0.25;Unguided;Correct;Used;1250;5
1;11;Forced;Easy;Correct;0.75;Unguided;Correct;Used;743;3
1;11;Forced;Hard;Correct;0.25;Unguided;Correct;Used;961;4
1;11;Forced;Medium;Correct;0.75;Unguided;Correct;Used;550;5
1;11;Forced;Hard;Error;1.25;Unguided;Error;Used;-496;4
1;11;Forced;Medium;Correct;0.25;Unguided;Correct;Used;743;4
1;11;Free;Easy;Correct;0.75;Unguided;Correct;Used;-207;4
1;11;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-496;4
1;11;Free;Hard;Error;0.25;Unguided;Error;Used;1072;4
1;11;Free;Hard;Error;1.25;Unguided;Error;Used;-707;4
1;12;Forced;Hard;Correct;0.75;Guided;Correct;Felt;250;4
1;12;Free;Medium;Correct;0.75;Guided;Correct;Felt;361;5
1;12;Free;Hard;Error;1.25;Guided;Correct;Felt;-750;5
1;12;Forced;Hard;Correct;0.25;Guided;Correct;Felt;303;5
1;12;Free;Hard;Correct;0.25;Guided;Error;Felt;282;5
1;12;Forced;Medium;Correct;0.75;Guided;Correct;Felt;248;5
1;12;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-250;6
1;12;Free;Medium;Correct;0.25;Guided;Error;Felt;683;6
1;12;Free;Medium;Correct;1.25;Guided;Correct;Felt;-695;6
1;12;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-908;5
1;12;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;5
1;12;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-39;4
1;12;Forced;Medium;Correct;0.75;Guided;Correct;Felt;-300;5
1;12;Free;Hard;Error;0.75;Guided;Correct;Felt;-113;5
1;12;Forced;Hard;Error;1.25;Guided;Error;Felt;-1141;5
1;12;Forced;Medium;Error;1.25;Guided;Error;Felt;-618;4
1;12;Forced;Easy;Correct;0.25;Guided;Correct;Felt;-139;4
1;12;Forced;Easy;Correct;0.25;Guided;Correct;Felt;310;5
1;12;Free;Medium;Correct;0.25;Guided;Correct;Felt;450;5
1;12;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-351;5
1;12;Forced;Medium;Correct;0.25;Guided;Correct;Felt;733;4
1;12;Free;Hard;Correct;1.25;Guided;Error;Felt;-428;4
1;12;Free;Easy;Correct;0.75;Guided;Correct;Felt;230;4
1;12;Free;Medium;Correct;0.75;Guided;Error;Felt;255;5
1;12;Free;Hard;Correct;0.25;Guided;Correct;Felt;-200;5
1;12;Free;Hard;Correct;0.75;Guided;Correct;Felt;450;5
1;12;Free;Easy;Correct;0.25;Guided;Error;Felt;520;5
1;12;Free;Easy;Correct;1.25;Guided;Error;Felt;-207;5
1;12;Forced;Hard;Correct;0.75;Guided;Correct;Felt;750;5
1;12;Free;Medium;Correct;1.25;Guided;Error;Felt;-206;4
1;12;Forced;Medium;Correct;0.25;Guided;Correct;Felt;1250;5
1;12;Forced;Hard;Correct;0.25;Guided;Correct;Felt;1244;5
1;12;Forced;Easy;Correct;0.75;Guided;Correct;Felt;450;4
1;12;Free;Easy;Correct;0.25;Guided;Error;Felt;861;5
1;12;Free;Easy;Correct;1.25;Guided;Correct;Felt;-750;5
1;12;Free;Easy;Correct;0.75;Guided;Error;Felt;-72;6
2;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;250;7
2;1;Free;Hard;Error;1.25;Guided;Error;Felt;-250;7
2;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-50;8
2;1;Forced;Medium;Correct;0.25;Guided;Correct;Felt;850;8
2;1;Free;Hard;Correct;0.75;Guided;Error;Felt;450;8
2;1;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;1;Free;Medium;Correct;1.25;Guided;Error;Felt;-150;8
2;1;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;1;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Free;Hard;Correct;1.25;Guided;Correct;Felt;-150;8
2;1;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-150;8
2;1;Free;Medium;Correct;0.75;Guided;Correct;Felt;350;8
2;1;Free;Hard;Correct;0.75;Guided;Correct;Felt;250;8
2;1;Free;Medium;Correct;0.75;Guided;Correct;Felt;250;8
2;1;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-250;8
2;1;Forced;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Free;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;1;Forced;Medium;Correct;0.75;Guided;Correct;Felt;350;7
2;1;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;350;7
2;1;Forced;Easy;Correct;0.75;Guided;Correct;Felt;350;8
2;1;Free;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Forced;Hard;Correct;0.75;Guided;Correct;Felt;350;8
2;1;Forced;Hard;Error;0.25;Guided;Error;Felt;750;8
2;1;Free;Medium;Error;1.25;Guided;Error;Felt;-50;8
2;1;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;1;Free;Hard;Correct;0.25;Guided;Error;Felt;750;8
2;1;Free;Easy;Correct;1.25;Guided;Error;Felt;-150;8
2;1;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-250;8
2;1;Forced;Hard;Error;1.25;Guided;Error;Felt;-250;8
2;1;Forced;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;1;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;2;Free;Medium;Correct;1.25;Unguided;Error;Used;150;8
2;2;Forced;Easy;Correct;0.25;Unguided;Correct;Used;850;8
2;2;Free;Medium;Correct;0.75;Unguided;Correct;Used;450;8
2;2;Free;Medium;Correct;0.25;Unguided;Error;Used;750;8
2;2;Forced;Hard;Correct;0.75;Unguided;Correct;Used;250;8
2;2;Forced;Easy;Correct;0.75;Unguided;Correct;Used;250;8
2;2;Free;Hard;Correct;0.25;Unguided;Correct;Used;850;3
2;2;Free;Easy;Correct;1.25;Unguided;Error;Used;-250;8
2;2;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;2;Forced;Medium;Correct;0.25;Unguided;Correct;Used;850;8
2;2;Free;Hard;Correct;1.25;Unguided;Error;Used;-250;8
2;2;Free;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;2;Free;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;2;Free;Hard;Error;0.75;Unguided;Correct;Used;250;4
2;2;Free;Hard;Correct;0.75;Unguided;Correct;Used;250;8
2;2;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-250;8
2;2;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;8
2;2;Forced;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;2;Forced;Hard;Error;0.75;Unguided;Error;Used;350;8
2;2;Forced;Easy;Correct;0.25;Unguided;Correct;Used;850;7
2;2;Free;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;2;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;2;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;8
2;2;Forced;Medium;Correct;1.25;Unguided;Correct;Used;50;8
2;2;Free;Easy;Correct;0.25;Unguided;Correct;Used;950;8
2;2;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;2;Free;Hard;Error;0.25;Unguided;Error;Used;750;1
2;2;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;7
2;2;Free;Medium;Correct;0.75;Unguided;Correct;Used;350;7
2;2;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;2;Free;Hard;Correct;1.25;Unguided;Correct;Used;50;2
2;2;Forced;Medium;Error;0.75;Unguided;Error;Used;350;8
2;2;Free;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;2;Free;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;2;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;2;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-150;7
2;3;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;3;Forced;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Free;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;7
2;3;Free;Easy;Correct;1.25;Guided;Correct;Felt;-250;8
2;3;Free;Hard;Correct;1.25;Guided;Correct;Felt;-250;7
2;3;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-150;8
2;3;Forced;Medium;Correct;0.75;Guided;Correct;Felt;250;8
2;3;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-250;8
2;3;Free;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Free;Hard;Correct;0.75;Guided;Correct;Felt;350;8
2;3;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;3;Free;Easy;Correct;0.75;Guided;Correct;Felt;350;8
2;3;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Hard;Correct;0.25;Guided;Correct;Felt;750;7
2;3;Free;Medium;Correct;0.75;Guided;Error;Felt;250;8
2;3;Free;Hard;Correct;1.25;Guided;Correct;Felt;-50;7
2;3;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;3;Forced;Medium;Correct;0.75;Guided;Correct;Felt;450;7
2;3;Forced;Hard;Error;0.75;Guided;Error;Felt;350;7
2;3;Free;Medium;Correct;0.75;Guided;Correct;Felt;350;8
2;3;Free;Hard;Error;0.75;Guided;Correct;Felt;350;7
2;3;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-50;7
2;3;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Medium;Correct;0.25;Guided;Correct;Felt;850;8
2;3;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-150;8
2;3;Free;Medium;Error;1.25;Guided;Correct;Felt;-250;8
2;3;Free;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;3;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;3;Forced;Hard;Correct;0.75;Guided;Correct;Felt;350;7
2;3;Forced;Hard;Error;1.25;Guided;Error;Felt;-50;8
2;3;Free;Medium;Correct;1.25;Guided;Correct;Felt;-150;8
2;3;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;4;Forced;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;4;Free;Easy;Correct;1.25;Unguided;Correct;Used;-150;7
2;4;Free;Medium;Correct;0.25;Unguided;Correct;Used;950;8
2;4;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;7
2;4;Free;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;8
2;4;Free;Hard;Correct;1.25;Unguided;Correct;Used;-250;8
2;4;Free;Medium;Error;0.75;Unguided;Correct;Used;250;8
2;4;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;7
2;4;Free;Hard;Correct;1.25;Unguided;Correct;Used;-50;8
2;4;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-150;7
2;4;Free;Hard;Correct;0.75;Unguided;Correct;Used;250;7
2;4;Free;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;4;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Hard;Correct;0.75;Unguided;Correct;Used;350;7
2;4;Free;Easy;Correct;0.75;Unguided;Correct;Used;250;7
2;4;Forced;Hard;Error;0.25;Unguided;Error;Used;750;8
2;4;Free;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Free;Medium;Correct;1.25;Unguided;Correct;Used;-50;8
2;4;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-250;8
2;4;Free;Easy;Correct;1.25;Unguided;Correct;Used;-250;8
2;4;Forced;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Free;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Hard;Error;0.75;Unguided;Error;Used;250;6
2;4;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;4;Free;Hard;Error;0.75;Unguided;Correct;Used;250;8
2;4;Free;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;4;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;4;Free;Hard;Correct;0.25;Unguided;Error;Used;750;8
2;4;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;4;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-50;8
2;4;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-50;8
2;4;Forced;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;4;Free;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;5;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Forced;Medium;Correct;0.75;Guided;Correct;Felt;350;8
2;5;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Free;Hard;Error;0.25;Guided;Correct;Felt;750;8
2;5;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Free;Medium;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Medium;Correct;0.75;Guided;Correct;Felt;350;8
2;5;Free;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Hard;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-250;8
2;5;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Easy;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Forced;Hard;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Hard;Correct;0.75;Guided;Correct;Felt;350;8
2;5;Free;Hard;Error;1.25;Guided;Error;Felt;-50;8
2;5;Forced;Hard;Correct;1.25;Guided;Correct;Felt;-50;8
2;5;Forced;Medium;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Free;Medium;Correct;1.25;Guided;Correct;Felt;-250;8
2;5;Free;Hard;Correct;0.75;Guided;Error;Felt;250;7
2;5;Free;Medium;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Forced;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Free;Hard;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Hard;Error;0.25;Guided;Error;Felt;750;8
2;5;Free;Hard;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Free;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Medium;Correct;0.25;Guided;Correct;Felt;750;8
2;5;Forced;Easy;Correct;0.75;Guided;Correct;Felt;250;8
2;5;Forced;Medium;Error;1.25;Guided;Error;Felt;-50;8
2;5;Free;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Forced;Medium;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Forced;Easy;Correct;1.25;Guided;Correct;Felt;-150;8
2;5;Free;Easy;Correct;0.25;Guided;Correct;Felt;750;7
2;6;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Forced;Easy;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Free;Easy;Correct;1.25;Unguided;Correct;Used;-250;8
2;6;Free;Easy;Correct;0.25;Unguided;Correct;Used;850;8
2;6;Forced;Hard;Error;1.25;Unguided;Error;Used;-150;8
2;6;Free;Hard;Correct;0.75;Unguided;Correct;Used;350;8
2;6;Free;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Free;Medium;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Free;Easy;Correct;0.25;Unguided;Correct;Used;850;8
2;6;Forced;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Free;Medium;Correct;1.25;Unguided;Correct;Used;-250;8
2;6;Forced;Hard;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Forced;Hard;Correct;0.75;Unguided;Correct;Used;350;8
2;6;Forced;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Free;Hard;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Free;Easy;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Forced;Easy;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Forced;Medium;Correct;0.75;Unguided;Correct;Used;250;8
2;6;Free;Medium;Error;0.25;Unguided;Correct;Used;750;8
2;6;Free;Hard;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Forced;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Free;Easy;Correct;1.25;Unguided;Correct;Used;-150;8
2;6;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;8
2;6;Forced;Hard;Correct;1.25;Unguided;Correct;Used;-1150;8
2;6;Free;Hard;Error;0.75;Unguided;Correct;Used;250;8
2;6;Free;Medium;Correct;0.75;Unguided;Correct;Used;350;8
2;6;Free;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Forced;Easy;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Free;Easy;Correct;0.75;Unguided;Correct;Used;350;8
2;6;Free;Hard;Error;0.25;Unguided;Correct;Used;750;8
2;6;Forced;Medium;Correct;0.25;Unguided;Correct;Used;750;8
2;6;Forced;Medium;Correct;1.25;Unguided;Correct;Used;-250;8
2;6;Free;Hard;Correct;0.25;Unguided;Correct;Used;750;8
2;7;Free;Hard;Correct;1.25;Unguided;Correct;Felt;-250;8
2;7;Free;Hard;Error;0.25;Unguided;Correct;Felt;750;7
2;7;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;350;8
2;7;Free;Medium;Correct;0.75;Unguided;Correct;Felt;250;7
2;7;Free;Medium;Correct;0.75;Unguided;Error;Felt;350;8
2;7;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Free;Medium;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;850;8
2;7;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Free;Hard;Error;1.25;Unguided;Error;Felt;-150;8
2;7;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Free;Medium;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-150;8
2;7;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;7;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;7;Free;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-250;8
2;7;Free;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;7;Free;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-250;8
2;7;Free;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;7;Free;Hard;Correct;0.25;Unguided;Correct;Felt;750;8
2;7;Forced;Hard;Error;0.25;Unguided;Error;Felt;750;8
2;7;Forced;Medium;Error;0.75;Unguided;Error;Felt;250;8
2;7;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;250;6
2;7;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;250;7
2;7;Free;Hard;Correct;0.75;Unguided;Correct;Felt;350;7
2;7;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-150;7
2;7;Free;Hard;Correct;0.75;Unguided;Error;Felt;-650;8
2;8;Free;Easy;Correct;0.75;Guided;Correct;Used;250;7
2;8;Free;Medium;Correct;1.25;Guided;Error;Used;-250;7
2;8;Free;Hard;Error;0.25;Guided;Error;Used;750;5
2;8;Forced;Medium;Correct;0.25;Guided;Correct;Used;750;8
2;8;Free;Medium;Error;0.25;Guided;Correct;Used;750;8
2;8;Free;Medium;Correct;0.75;Guided;Correct;Used;250;8
2;8;Forced;Medium;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Forced;Easy;Correct;0.75;Guided;Correct;Used;250;7
2;8;Free;Easy;Correct;0.75;Guided;Correct;Used;350;7
2;8;Free;Medium;Correct;1.25;Guided;Error;Used;-250;8
2;8;Forced;Hard;Correct;0.25;Guided;Correct;Used;750;8
2;8;Free;Medium;Correct;0.25;Guided;Error;Used;750;7
2;8;Forced;Easy;Correct;0.25;Guided;Correct;Used;750;8
2;8;Free;Hard;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Free;Hard;Correct;0.75;Guided;Correct;Used;250;8
2;8;Free;Hard;Correct;0.75;Guided;Error;Used;250;7
2;8;Free;Hard;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Forced;Medium;Correct;0.25;Guided;Correct;Used;750;8
2;8;Forced;Hard;Error;0.75;Guided;Error;Used;250;8
2;8;Forced;Medium;Correct;0.75;Guided;Correct;Used;250;8
2;8;Free;Hard;Correct;0.25;Guided;Correct;Used;750;8
2;8;Free;Easy;Correct;0.25;Guided;Correct;Used;750;8
2;8;Forced;Medium;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Free;Easy;Correct;1.25;Guided;Correct;Used;-150;8
2;8;Free;Easy;Correct;0.25;Guided;Correct;Used;750;8
2;8;Forced;Hard;Correct;1.25;Guided;Correct;Used;-150;8
2;8;Forced;Easy;Correct;0.75;Guided;Correct;Used;250;8
2;8;Forced;Hard;Error;0.75;Guided;Error;Used;350;8
2;8;Free;Medium;Correct;0.75;Guided;Correct;Used;350;8
2;8;Forced;Hard;Correct;0.25;Guided;Correct;Used;750;8
2;8;Forced;Easy;Correct;0.25;Guided;Correct;Used;750;8
2;8;Free;Easy;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Forced;Easy;Correct;1.25;Guided;Correct;Used;-150;8
2;8;Forced;Hard;Correct;1.25;Guided;Correct;Used;-250;8
2;8;Forced;Easy;Correct;1.25;Guided;Correct;Used;-150;8
2;8;Forced;Medium;Correct;0.75;Guided;Correct;Used;250;8
2;9;Free;Hard;Correct;1.25;Unguided;Error;Felt;-250;8
2;9;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-150;8
2;9;Free;Hard;Correct;0.75;Unguided;Correct;Felt;250;8
2;9;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;850;8
2;9;Free;Hard;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Free;Hard;Error;0.75;Unguided;Error;Felt;250;8
2;9;Free;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Free;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;9;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;750;7
2;9;Forced;Hard;Error;0.75;Unguided;Error;Felt;250;8
2;9;Free;Medium;Correct;0.25;Unguided;Correct;Felt;850;8
2;9;Forced;Easy;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Forced;Hard;Correct;0.75;Unguided;Correct;Felt;350;8
2;9;Free;Medium;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Free;Easy;Correct;0.75;Unguided;Correct;Felt;250;7
2;9;Forced;Hard;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Forced;Medium;Correct;0.25;Unguided;Correct;Felt;750;8
2;9;Free;Medium;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Free;Easy;Correct;0.25;Unguided;Correct;Felt;850;8
2;9;Free;Medium;Correct;0.75;Unguided;Correct;Felt;250;8
2;9;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;250;8
2;9;Forced;Easy;Correct;1.25;Unguided;Correct;Felt;-250;7
2;9;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-150;7
2;9;Free;Easy;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Free;Hard;Correct;1.25;Unguided;Error;Felt;-250;8
2;9;Forced;Medium;Error;0.25;Unguided;Error;Felt;750;8
2;9;Forced;Easy;Correct;0.75;Unguided;Correct;Felt;250;7
2;9;Free;Medium;Correct;0.75;Unguided;Correct;Felt;350;8
2;9;Forced;Medium;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Forced;Hard;Correct;1.25;Unguided;Correct;Felt;-250;8
2;9;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;250;8
2;9;Free;Hard;Error;0.25;Unguided;Error;Felt;750;8
2;9;Forced;Medium;Correct;0.75;Unguided;Correct;Felt;350;7
2;10;Forced;Hard;Correct;0.75;Guided;Correct;Used;250;7
2;10;Free;Easy;Correct;0.75;Guided;Correct;Used;250;7
2;10;Free;Hard;Correct;1.25;Guided;Error;Used;-150;8
2;10;Forced;Easy;Correct;0.75;Guided;Correct;Used;350;8
2;10;Forced;Medium;Correct;0.75;Guided;Correct;Used;250;8
2;10;Free;Easy;Correct;0.25;Guided;Correct;Used;750;7
2;10;Forced;Hard;Correct;0.75;Guided;Correct;Used;250;7
2;10;Free;Easy;Correct;1.25;Guided;Correct;Used;-250;7
2;10;Forced;Easy;Correct;0.25;Guided;Correct;Used;750;8
2;10;Free;Medium;Correct;0.25;Guided;Correct;Used;750;7
2;10;Forced;Easy;Correct;0.75;Guided;Correct;Used;250;7
2;10;Forced;Hard;Error;1.25;Guided;Error;Used;-150;7
